Manufacturer,Lens Family,Focal Length,Speed,Close Focus,Mount,Coverage,Image Circle,Anamorphic Squeeze,Outer Diameter,Filter Thread,Weight,Lens Type,Notes,Lens Specialty,photo,description,Hybrid
Canon,EF Lenses,24mm,f/1.4,"10""",EF,Full Frame,,1x,N/A,77mm,1.43lbs,Prime,"L-Series <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,24mm TS-E,f/3.5,"8.27""",EF,Full Frame,,1x,N/A,82mm,1.6lbs,Prime,"Tilt Shift <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,24mm Pancake,f/2.8,"6""",EFS,Super 35,,1x,N/A,52mm,0.275lbs,Prime,"Pancake lens with macro capabilities. <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,35mm,f/1.4,"11""",EF,Full Frame,,1x,N/A,72mm,1.67lbs,Prime,"L-Series <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,45mm TS-E,f/2.8,"15.7""",EF,Full Frame,,1x,N/A,72mm,1.4lbs,Prime,"Tilt Shift <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,50mm,f/1.2,1.48',EF,Full Frame,,1x,N/A,72mm,1.28lbs,Prime,"L-Series <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,70-200mm,f/2.8,3.9',EF,Full Frame,,1x,N/A,77mm,3.26lbs,Zoom,"L-Series <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,70-300mm,f/4-5.6,3.9',EF,Full Frame,,1x,N/A,67mm,2.3lbs,Zoom,"L-Series <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,85mm,f/1.2,3.12',EF,Full Frame,,1x,N/A,72mm,2.26lbs,Prime,"L-Series <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,90mm TS-E,f/2.8,1.76',EF,Full Frame,,1x,N/A,58mm,1.4lbs,Prime,"Tilt Shift <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,100mm,f/2.8,"11.8""",EF,Full Frame ,,1x,N/A,67mm,1.38lbs,Prime,"Macro <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,EF Lenses,200mm,f/2.8,4.9',EF,Full Frame,,1x,N/A,72mm,1.7lbs,Prime,"L-Series <p><a href=""/lens?family=EF%20Lenses"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/05471529-c39b-487d-b61c-83fb8a0b9750/5S5A4435Edit+copy+3.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/39762802-1f79-46bf-92e1-b44a60f39ec8/EFlenses+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/42ef2205-664e-4f87-a2de-94c71c9f3916/EFlenses-2+copy.jpg?content-type=image%2Fjpeg","Canon EF Lenses offer a wide-ranging toolkit for filmmakers and photographers, with options tailored to virtually any shooting scenario. From fast primes to flexible zooms, the lineup includes lenses with advanced features like autofocus, image stabilization, and exceptional low-light performance. Whether you need compact run-and-gun setups, cinematic shallow depth of field, or stabilized long-range coverage, Canon EF glass delivers reliable, high-quality results across a variety of production needs.",Yes
Canon,FD,14mm,T3.1,"9.5""",PL,Full Frame,,1x,114mm,N/A,2.22lbs,Prime,"Zero Optik Rehoused <p><a href=""/lens?family=FD"">More Info</a></p>
",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/baa0fc25-9507-42ae-a710-09d39d78e496/5S5A4237+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/08317190-9f95-42ad-8af8-a107ab7cced5/5S5A4288+copy.jpg?content-type=image%2Fjpeg","Originally developed in the 1970s for Canon’s 35mm still cameras, Canon FD lenses share optical DNA with the early K-35s, including similar coatings and design characteristics. We offer several FDs that seamlessly extend our K-35 lineup, providing additional focal lengths while preserving the warm, vintage aesthetic and smooth focus falloff that define the classic K-35 look.",
Canon,FD,20mm,T3.1,"10""",PL,Full Frame,,1x,95mm,N/A,1.41lbs,Prime,"Zero Optik Rehoused <p><a href=""/lens?family=FD"">More Info</a></p>
",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/baa0fc25-9507-42ae-a710-09d39d78e496/5S5A4237+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/08317190-9f95-42ad-8af8-a107ab7cced5/5S5A4288+copy.jpg?content-type=image%2Fjpeg","Originally developed in the 1970s for Canon’s 35mm still cameras, Canon FD lenses share optical DNA with the early K-35s, including similar coatings and design characteristics. We offer several FDs that seamlessly extend our K-35 lineup, providing additional focal lengths while preserving the warm, vintage aesthetic and smooth focus falloff that define the classic K-35 look.",
Canon,FD,100mm,T2.1,"2'4""",PL,Full Frame,,1x,95mm,N/A,2.3lbs,Prime,"Zero Optik Rehoused <p><a href=""/lens?family=FD"">More Info</a></p>
",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/baa0fc25-9507-42ae-a710-09d39d78e496/5S5A4237+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/08317190-9f95-42ad-8af8-a107ab7cced5/5S5A4288+copy.jpg?content-type=image%2Fjpeg","Originally developed in the 1970s for Canon’s 35mm still cameras, Canon FD lenses share optical DNA with the early K-35s, including similar coatings and design characteristics. We offer several FDs that seamlessly extend our K-35 lineup, providing additional focal lengths while preserving the warm, vintage aesthetic and smooth focus falloff that define the classic K-35 look.",
Canon,FD,135mm,T2.1,4',PL,Full Frame,,1x,95mm,N/A,2.5lbs,Prime,"Zero Optik Rehoused <p><a href=""/lens?family=FD"">More Info</a></p>
",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/baa0fc25-9507-42ae-a710-09d39d78e496/5S5A4237+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/08317190-9f95-42ad-8af8-a107ab7cced5/5S5A4288+copy.jpg?content-type=image%2Fjpeg","Originally developed in the 1970s for Canon’s 35mm still cameras, Canon FD lenses share optical DNA with the early K-35s, including similar coatings and design characteristics. We offer several FDs that seamlessly extend our K-35 lineup, providing additional focal lengths while preserving the warm, vintage aesthetic and smooth focus falloff that define the classic K-35 look.",
Canon,FD,400mm,T/2.8,10',PL,Full Frame,,1x,162mm,N/A,13.1lbs,Prime,"Century Optics PL Mounted <p><a href=""/lens?family=FD"">More Info</a></p>
",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/baa0fc25-9507-42ae-a710-09d39d78e496/5S5A4237+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/08317190-9f95-42ad-8af8-a107ab7cced5/5S5A4288+copy.jpg?content-type=image%2Fjpeg","Originally developed in the 1970s for Canon’s 35mm still cameras, Canon FD lenses share optical DNA with the early K-35s, including similar coatings and design characteristics. We offer several FDs that seamlessly extend our K-35 lineup, providing additional focal lengths while preserving the warm, vintage aesthetic and smooth focus falloff that define the classic K-35 look.",
Canon,K35,18mm,T2.8,"6""",PL,Super 35,,1x,95mm,N/A,2.57lbs,Prime,"Zero Optik Rehoused <p><a href=""/lens?family=K35"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/cfb5edc5-6b85-4502-b15f-f60d9782279c/K35+Cleanup+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c0fa3bb3-3a70-47f4-9333-aaf4b2897b34/5S5A4326+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1c0d1369-d3ae-4c5d-ba5f-78da9dbfcdce/5S5A4325+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1c63699a-26c5-4103-9416-0dea979496a0/5S5A4347+copy.jpg?content-type=image%2Fjpeg","The Canon K35 lenses, first introduced in the 1970s, have a legendary place in cinematic history. Known for their fast apertures, warm tones, and beautiful vintage character, these lenses have been used in countless iconic films and continue to be revered for their timeless look.",
